text,emoji,label,injection_type
did you change the contrast or brightness settings on the television?,👋,Confirm,Dissonant
did you change the contrast or brightness settings on the television?,🤝,Confirm,Social
...in front of him?,,Confirm,Plain
...in front of him?,✨,Confirm,Consonant
...in front of him?,😐,Confirm,Dissonant
...in front of him?,🤙,Confirm,Social
forget to rinse the sink? talk to him through the bathroom door?,,Confirm,Plain
forget to rinse the sink? talk to him through the bathroom door?,😩,Confirm,Consonant
forget to rinse the sink? talk to him through the bathroom door?,😘,Confirm,Dissonant
forget to rinse the sink? talk to him through the bathroom door?,🫡,Confirm,Social
no.,,Oppose,Plain
no.,😡,Oppose,Consonant
no.,💫,Oppose,Dissonant
it's my pre-packed disaster evacuation bag.,,Introduce,Plain
it's my pre-packed disaster evacuation bag.,📉,Introduce,Consonant
it's my pre-packed disaster evacuation bag.,🧘,Introduce,Dissonant
it's my pre-packed disaster evacuation bag.,🎫,Introduce,Social
"until i find a permanent place, i will stay with friends.",,Plan,Plain
"until i find a permanent place, i will stay with friends.",🤗,Plan,Consonant
"until i find a permanent place, i will stay with friends.",💀,Plan,Dissonant
"excuse me, but isn't hosting guests an aspect of manushya yajna one of the five central religious duties or sacrifices of the hindu householder?",,Confirm,Plain
"excuse me, but isn't hosting guests an aspect of manushya yajna one of the five central religious duties or sacrifices of the hindu householder?",🤕,Confirm,Consonant
"excuse me, but isn't hosting guests an aspect of manushya yajna one of the five central religious duties or sacrifices of the hindu householder?",🤪,Confirm,Dissonant
"excuse me, but isn't hosting guests an aspect of manushya yajna one of the five central religious duties or sacrifices of the hindu householder?",🤛,Confirm,Social
"yes, i do. come on.",,Invite,Plain
"yes, i do. come on.",🥰,Invite,Consonant
"yes, i do. come on.",🧐,Invite,Dissonant
"see you later, leonard.",,Leave,Plain
"see you later, leonard.",😂,Leave,Consonant
"see you later, leonard.",🤐,Leave,Dissonant
i just wanna be part of the conversation.,,Explain,Plain
i just wanna be part of the conversation.,😎,Explain,Consonant
i just wanna be part of the conversation.,🧐,Explain,Dissonant
"hi, guys.",,Greet,Plain
"hi, guys.",🎈,Greet,Consonant
"hi, guys.",🥱,Greet,Dissonant
"okay, fine, whatever. um, you guys, this is my friend eric.",,Introduce,Plain
"okay, fine, whatever. um, you guys, this is my friend eric.",🤗,Introduce,Consonant
"okay, fine, whatever. um, you guys, this is my friend eric.",🌚,Introduce,Dissonant
"okay, fine, whatever. um, you guys, this is my friend eric.",👶,Introduce,Social
"so, yeah, good to see you.",,Greet,Plain
"so, yeah, good to see you.",💖,Greet,Consonant
"so, yeah, good to see you.",🧐,Greet,Dissonant
"thanks, my mom made it.",,Thank,Plain
"thanks, my mom made it.",💖,Thank,Consonant
"thanks, my mom made it.",😑,Thank,Dissonant
it wasn't awkward.,,Oppose,Plain
it wasn't awkward.,🎈,Oppose,Consonant
it wasn't awkward.,🙃,Oppose,Dissonant
"by  moving on,  you mean she's going out with other men and you spend the afternoon making 15th-century soap with wolowitz?",,Doubt,Plain
"by  moving on,  you mean she's going out with other men and you spend the afternoon making 15th-century soap with wolowitz?",🤢,Doubt,Consonant
"by  moving on,  you mean she's going out with other men and you spend the afternoon making 15th-century soap with wolowitz?",🤪,Doubt,Dissonant
that was not 15th-century soap.,,Oppose,Plain
that was not 15th-century soap.,🤦,Oppose,Consonant
that was not 15th-century soap.,🦄,Oppose,Dissonant
you went and bought linen?,,Doubt,Plain
you went and bought linen?,🤢,Doubt,Consonant
you went and bought linen?,😘,Doubt,Dissonant
borrowed?,,Doubt,Plain
borrowed?,😭,Doubt,Consonant
borrowed?,🍵,Doubt,Dissonant
"hey, leonard.",,Greet,Plain
"hey, leonard.",😊,Greet,Consonant
"hey, leonard.",😒,Greet,Dissonant
"hello to you, insufficiently intelligent person.",,Greet,Plain
"hello to you, insufficiently intelligent person.",💔,Greet,Consonant
"hello to you, insufficiently intelligent person.",😅,Greet,Dissonant
"now that you're unattached, maybe we can revisit our previous attachment.",,Advise,Plain
"now that you're unattached, maybe we can revisit our previous attachment.",🤢,Advise,Consonant
"now that you're unattached, maybe we can revisit our previous attachment.",🙂,Advise,Dissonant
"now that you're unattached, maybe we can revisit our previous attachment.",🧭,Advise,Social
"no, i'm all done with casual sex.",,Oppose,Plain
"no, i'm all done with casual sex.",🤕,Oppose,Consonant
"no, i'm all done with casual sex.",🦄,Oppose,Dissonant
i'm fully committed to the traditional relationship paradigm.,,Explain,Plain
i'm fully committed to the traditional relationship paradigm.,🥂,Explain,Consonant
i'm fully committed to the traditional relationship paradigm.,🎭,Explain,Dissonant
there's just a time in every woman's life when she gets tired of waking up on a futon with a bunch of people she doesn't know.,,Explain,Plain
there's just a time in every woman's life when she gets tired of waking up on a futon with a bunch of people she doesn't know.,😢,Explain,Consonant
there's just a time in every woman's life when she gets tired of waking up on a futon with a bunch of people she doesn't know.,😇,Explain,Dissonant
so how do you suggest we proceed?,,Asking for opinions,Plain
so how do you suggest we proceed?,👎,Asking for opinions,Consonant
so how do you suggest we proceed?,😊,Asking for opinions,Dissonant
i think it's better if you assume the male role.,,Advise,Plain
i think it's better if you assume the male role.,😡,Advise,Consonant
i think it's better if you assume the male role.,🐒,Advise,Dissonant
i think it's better if you assume the male role.,🗒️,Advise,Social
"thank you, that's very thoughtful.",,Thank,Plain
"thank you, that's very thoughtful.",😊,Thank,Consonant
"thank you, that's very thoughtful.",😐,Thank,Dissonant
call me.,,Invite,Plain
call me.,🤗,Invite,Consonant
call me.,🌚,Invite,Dissonant
so how many children do you think we should have?,,Asking for opinions,Plain
so how many children do you think we should have?,👎,Asking for opinions,Consonant
so how many children do you think we should have?,🤠,Asking for opinions,Dissonant
"i'm sorry, that was a little abrupt.",,Apologise,Plain
"i'm sorry, that was a little abrupt.",😤,Apologise,Consonant
"i'm sorry, that was a little abrupt.",🍵,Apologise,Dissonant
"i'm sorry, that was a little abrupt.",🙏,Apologise,Social
"besides shortness, what genetic weaknesses run in your family?",,Doubt,Plain
"besides shortness, what genetic weaknesses run in your family?",😩,Doubt,Consonant
"besides shortness, what genetic weaknesses run in your family?",😘,Doubt,Dissonant
i'm sorry to interrupt. battery's dying. continue.,,Apologise,Plain
i'm sorry to interrupt. battery's dying. continue.,🤕,Apologise,Consonant
i'm sorry to interrupt. battery's dying. continue.,🧘,Apologise,Dissonant
i'm sorry to interrupt. battery's dying. continue.,🙏,Apologise,Social
i'm sorry about all of sheldon's interruptions.,,Apologise,Plain
i'm sorry about all of sheldon's interruptions.,🤦,Apologise,Consonant
i'm sorry about all of sheldon's interruptions.,🤷,Apologise,Dissonant
i'm sorry about all of sheldon's interruptions.,🤐,Apologise,Social
"i'm sorry, i am not going back to the renaissance fair.",,Apologise,Plain
"i'm sorry, i am not going back to the renaissance fair.",🤕,Apologise,Consonant
"i'm sorry, i am not going back to the renaissance fair.",👋,Apologise,Dissonant
"i'm sorry, i am not going back to the renaissance fair.",💔,Apologise,Social
"oh, okay, how about this?",,Asking for opinions,Plain
"oh, okay, how about this?",😩,Asking for opinions,Consonant
"oh, okay, how about this?",😊,Asking for opinions,Dissonant
you can go dressed as a star trek science officer exploring a planet similar to earth in the 1500s.,,Advise,Plain
you can go dressed as a star trek science officer exploring a planet similar to earth in the 1500s.,😎,Advise,Consonant
you can go dressed as a star trek science officer exploring a planet similar to earth in the 1500s.,🤐,Advise,Dissonant
you can go dressed as a star trek science officer exploring a planet similar to earth in the 1500s.,🧐,Advise,Social
you mean like spock?,,Confirm,Plain
you mean like spock?,🤦,Confirm,Consonant
you mean like spock?,😅,Confirm,Dissonant
you mean like spock?,🤙,Confirm,Social
sure.,,Agree,Plain
sure.,🎈,Agree,Consonant
sure.,🥱,Agree,Dissonant
fascinating.,,Praise,Plain
fascinating.,❤️,Praise,Consonant
fascinating.,🙄,Praise,Dissonant
fascinating.,🏆,Praise,Social
why don't we move there so leslie can join us?,,Asking for opinions,Plain
why don't we move there so leslie can join us?,🤐,Asking for opinions,Consonant
why don't we move there so leslie can join us?,🤷,Asking for opinions,Dissonant
"yeah, let's do it.",,Leave,Plain
"yeah, let's do it.",🙌,Leave,Consonant
"yeah, let's do it.",😒,Leave,Dissonant
"you're right, it is simple.",,Leave,Plain
"you're right, it is simple.",😂,Leave,Consonant
"you're right, it is simple.",🎭,Leave,Dissonant
you kids have fun.,,Leave,Plain
you kids have fun.,👏,Leave,Consonant
you kids have fun.,🌚,Leave,Dissonant
hang on a second.,,Prevent,Plain
hang on a second.,😠,Prevent,Consonant
hang on a second.,🦄,Prevent,Dissonant
balderdash. matter clearly consists of tiny strings.,,Oppose,Plain
balderdash. matter clearly consists of tiny strings.,😡,Oppose,Consonant
balderdash. matter clearly consists of tiny strings.,🧘,Oppose,Dissonant
are you gonna let him talk to me like that?,,Doubt,Plain
are you gonna let him talk to me like that?,✨,Doubt,Consonant
are you gonna let him talk to me like that?,😏,Doubt,Dissonant
"no, there isn't. only loop quantum gravity calculates the entropy of black holes.",,Oppose,Plain
"no, there isn't. only loop quantum gravity calculates the entropy of black holes.",👎,Oppose,Consonant
"no, there isn't. only loop quantum gravity calculates the entropy of black holes.",🙂,Oppose,Dissonant
"you agree with me, right?",,Confirm,Plain
"you agree with me, right?",🔥,Confirm,Consonant
"you agree with me, right?",🥱,Confirm,Dissonant
"you agree with me, right?",☑️,Confirm,Social
loop quantum gravity is the future of physics.,,Emphasize,Plain
loop quantum gravity is the future of physics.,🥂,Emphasize,Consonant
loop quantum gravity is the future of physics.,😑,Emphasize,Dissonant
"oh, it isn't? really?",,Doubt,Plain
"oh, it isn't? really?",😡,Doubt,Consonant
"oh, it isn't? really?",💅,Doubt,Dissonant
"tell me, leonard, how will we raise the children?",,Asking for opinions,Plain
"tell me, leonard, how will we raise the children?",😡,Asking for opinions,Consonant
"tell me, leonard, how will we raise the children?",💅,Asking for opinions,Dissonant
i'm sorry.,,Apologise,Plain
i'm sorry.,🤦,Apologise,Consonant
i'm sorry.,🦄,Apologise,Dissonant
i'm sorry.,💔,Apologise,Social
but this? this is a deal breaker.,,Leave,Plain
but this? this is a deal breaker.,😣,Leave,Consonant
but this? this is a deal breaker.,🧘,Leave,Dissonant
look on the bright side.,,Comfort,Plain
look on the bright side.,😂,Comfort,Consonant
look on the bright side.,💀,Comfort,Dissonant
look on the bright side.,🕯️,Comfort,Social
"oh, yeah.",,Acknowledge,Plain
"oh, yeah.",🔥,Acknowledge,Consonant
"oh, yeah.",🥱,Acknowledge,Dissonant
sheldor is back online.,,Inform,Plain
sheldor is back online.,💔,Inform,Consonant
sheldor is back online.,🤷,Inform,Dissonant
sheldor is back online.,💡,Inform,Social
what are you doing?,,Doubt,Plain
what are you doing?,😢,Doubt,Consonant
what are you doing?,🙂,Doubt,Dissonant
away from keyboard.,,Arrange,Plain
away from keyboard.,😡,Arrange,Consonant
away from keyboard.,😅,Arrange,Dissonant
"oh, i see.",,Agree,Plain
"oh, i see.",🥰,Agree,Consonant
"oh, i see.",🙃,Agree,Dissonant
what does that stand for?,,Asking for opinions,Plain
what does that stand for?,👎,Asking for opinions,Consonant
what does that stand for?,🙂,Asking for opinions,Dissonant
and just click on the enchanted boots to put them on.,,Arrange,Plain
and just click on the enchanted boots to put them on.,👎,Arrange,Consonant
and just click on the enchanted boots to put them on.,💅,Arrange,Dissonant
i don't know. can i see them in another color?,,Asking for opinions,Plain
i don't know. can i see them in another color?,💔,Asking for opinions,Consonant
i don't know. can i see them in another color?,🦄,Asking for opinions,Dissonant
just click on them.,,Arrange,Plain
just click on them.,😞,Arrange,Consonant
just click on them.,😊,Arrange,Dissonant
"now, congratulations, you are now a level-three warrior.",,Praise,Plain
"now, congratulations, you are now a level-three warrior.",💖,Praise,Consonant
